"","Ctr_1","Ctr_2","Ctr_3","Ctr_4","Ctr_5","PAMP_1","PAMP_2","PAMP_3","PAMP_4","PAMP_5","PAMP_6"
"ETHE1",18,23,27,17,90,12,6,0,0,0,6
"ZNF575",6,11,7,10,33,14,2,4,0,0,3
"XRCC1",838,470,342,352,532,114,116,159,99,162,101
"PINLYP",111,49,66,76,83,6,0,7,0,4,2
"IRGQ",976,415,400,525,514,339,225,332,242,218,237
"ZNF576",173,125,80,94,158,59,71,45,37,37,71
"SRRM5",295,246,222,328,198,129,143,96,51,114,88
"ZNF428",150,158,87,113,72,82,26,55,43,80,33
"PLAUR",7487,3983,6441,5713,5845,1402,756,940,541,720,555
"SMG9",622,467,384,333,372,457,273,424,275,329,381
"KCNN4",715,603,431,548,600,118,69,76,51,89,56
"ZNF283",138,43,117,48,68,23,33,36,16,16,30
"ZNF404",111,0,7,0,5,51,0,0,3,33,32
"ZNF45",395,274,156,247,344,329,154,361,185,272,197
"ZNF221",71,31,23,23,20,20,4,20,4,29,22
"ZNF155",421,233,155,261,296,240,148,293,125,194,217
"ZNF230",314,182,140,114,165,130,63,71,53,87,128
"ZNF222",151,52,91,54,108,44,20,81,10,59,47
"ZNF223",261,300,234,173,318,144,131,196,132,93,112
"ZNF284",150,83,118,97,38,39,101,66,51,80,42
"ZNF224",1402,763,717,826,753,964,772,1071,582,736,937
"ZNF225",693,443,342,347,319,217,239,301,200,325,198
"ZNF234",512,325,251,258,493,184,216,286,133,162,216
"ZNF226",581,533,423,512,417,325,227,345,149,285,236
"ZNF227",285,237,140,173,248,165,170,142,80,181,158
"ZNF235",191,207,139,96,192,153,121,147,79,149,135
"ZNF233",272,0,5,0,47,0,0,0,0,3,26
"ZNF112",1042,220,533,380,577,444,287,507,189,140,531
"ZNF285",104,152,24,218,262,461,62,71,102,43,111
"ZNF229",1145,1102,555,568,1188,247,296,137,263,154,154
"ZNF180",187,78,92,93,78,113,114,109,91,73,116
"PVR",596,350,301,258,370,4178,2800,3944,2165,3403,3386
"CEACAM19",28,66,35,72,30,136,118,134,41,83,149
"CEACAM16",12,17,7,11,20,11,7,13,5,6,11
"BCL3",1246,818,784,955,871,1015,895,1027,514,790,789
"NECTIN2",602,368,371,357,437,5053,3214,3950,2399,3334,3121
"TOMM40",227,163,87,132,150,79,53,72,53,71,78
"APOC1",11,11,13,25,19,11,14,14,6,4,4
"APOC4-APOC2",0,0,94,150,20,3,8,0,0,5,0
"APOC2",0,0,192,334,24,2,4,0,0,0,0
"CLPTM1",1506,1018,662,956,877,2607,2663,2856,2092,2239,2680
"RELB",853,486,489,531,511,2408,1850,2411,1218,1857,1967
"CLASRP",1066,845,699,561,802,601,389,553,338,467,460
"ZNF296",52,45,25,22,32,58,84,77,43,63,122
"GEMIN7",25,2,7,11,38,26,14,7,0,0,9
"MARK4",269,134,102,189,200,464,316,274,213,288,254
"PPP1R37",144,179,79,154,108,188,101,90,49,145,140
"TRAPPC6A",16,7,14,34,15,5,45,7,0,20,0
"BLOC1S3",30,5,0,9,15,32,8,57,14,68,22
"ERCC2",71,88,33,67,78,43,21,18,10,25,41
"ERCC1",197,172,116,214,198,154,166,109,88,71,125
"FOSB",185,58,103,36,130,123,49,54,52,62,50
"RTN2",64,58,30,54,57,7,0,2,0,7,3
"VASP",3682,1802,2336,2273,2693,571,476,453,211,471,327
"OPA3",420,266,422,408,369,148,141,228,82,71,122
"EML2",76,32,52,37,28,169,66,102,51,116,86
"GIPR",117,45,69,58,104,70,28,46,16,24,48
"SNRPD2",490,518,233,359,466,429,357,414,295,324,420
"QPCTL",15,4,0,3,16,50,3,17,13,34,9
"FBXO46",65,32,33,37,60,99,73,63,32,59,71
"DMPK",18,9,8,29,14,6,3,0,0,3,0
"SYMPK",997,705,671,649,697,1385,1073,1528,680,1098,1230
"IRF2BP1",41,30,37,13,29,69,35,28,23,35,39
"MYPOP",29,17,15,22,15,31,23,47,15,23,34
"CCDC61",45,65,46,23,20,59,33,13,9,58,50
"PPP5C",283,221,157,153,244,412,255,401,212,315,315
"CALM3",2336,1568,1658,1399,1377,2560,2539,2686,1526,2117,2486
"PTGIR",472,403,371,384,374,4373,2890,3487,1747,2786,3132
"GNG8",0,0,5,1,2,35,0,9,1,16,5
"DACT3",43,5,33,22,8,41,20,34,13,9,32
"PRKD2",139,85,33,45,91,134,82,45,59,82,158
"STRN4",1661,1225,1043,1131,1104,2605,1578,2185,1177,1834,1898
"FKRP",822,657,606,521,562,249,232,309,139,285,209
"SLC1A5",3338,2265,1666,1494,1518,334,291,389,281,416,431
"AP2S1",179,169,71,83,163,59,17,58,35,65,22
"ARHGAP35",895,632,454,460,471,701,324,544,313,460,669
"ZC3H4",1532,897,871,931,1028,2798,2274,2635,1478,2082,2207
"SAE1",1147,940,457,838,683,1190,1105,891,838,999,1080
"BBC3",102,81,41,56,77,217,123,169,112,158,149
"CCDC9",1506,829,627,626,765,1292,1029,1181,764,1379,1194
"C5AR1",243,115,82,166,175,23,3,31,23,3,10
"C5AR2",251,72,31,23,38,0,4,0,0,13,0
"DHX34",477,208,272,239,256,240,162,269,92,188,231
"KPTN",162,17,105,128,1,321,100,299,118,74,182
"NAPA",647,311,238,337,311,1188,886,888,562,1019,1073
"EHD2",30,22,4,0,0,220,149,288,169,226,341
"PLA2G4C",1662,1095,1079,1199,1570,621,352,479,244,326,339
"LIG1",178,160,172,168,136,109,97,126,62,80,69
"CARD8",853,724,722,850,745,146,90,119,63,68,67
"EMP3",1025,1515,762,317,715,2056,1587,1308,1523,3618,2505
"KDELR1",161,85,108,67,125,245,104,154,92,161,108
"GRWD1",540,429,357,482,555,1072,657,788,401,571,635
"CYTH2",886,464,428,434,530,1585,873,1053,554,1140,1167
"RPL18",505,364,348,315,380,367,415,311,178,234,434
"SPHK2",39,38,45,38,16,63,16,60,18,30,45
"CA11",12,8,2,0,14,0,4,0,0,3,3
"FUT1",0,0,2,0,1,14,9,0,1,7,4
"BCAT2",26,5,11,36,23,22,31,34,15,7,11
"PLEKHA4",8,11,0,0,8,12,7,8,14,15,8
"PPP1R15A",31351,16744,21275,18463,19238,48028,27356,34306,22620,26410,26315
"NUCB1",4258,3134,2001,2445,2466,4091,3276,3857,2830,3613,3738
"BAX",201,197,85,124,175,310,155,176,176,233,155
"FTL",9531,6828,5122,6722,8388,4163,2932,2992,1872,2677,2834
"GYS1",228,97,74,96,161,399,366,360,238,332,373
"RUVBL2",635,426,413,363,430,988,835,847,500,707,861
"SNRNP70",5091,2975,2388,2622,2895,3384,2313,3109,1797,2767,3056
"TRPM4",6,6,0,0,4,15,2,15,4,21,10
"CD37",37,56,7,27,73,0,14,24,1,13,22
"PIH1D1",550,482,290,245,423,388,206,315,195,302,357
"ALDH16A1",367,197,137,207,335,117,124,61,55,47,157
"FLT3LG",0,14,2,0,8,19,11,24,22,9,9
"RPL13A",9199,6685,4898,4862,5668,5075,4006,5180,3678,4550,4237
"RPS11",3467,2618,1838,2077,2518,2372,1605,1856,1116,1862,1914
"FCGRT",114,93,64,142,137,13,19,6,0,15,8
"RCN3",67,19,34,70,61,6,43,40,27,0,12
"NOSIP",535,379,238,220,380,429,395,326,235,446,425
"PRR12",105,83,66,74,89,129,112,294,44,155,216
"RRAS",11,15,21,9,9,5,5,21,0,13,5
"SCAF1",504,271,286,313,293,810,552,608,378,487,604
"IRF3",1258,995,494,855,900,942,980,1160,731,971,1027
"BCL2L12",1167,861,447,726,779,789,708,1030,581,819,882
"PRMT1",559,646,297,339,654,898,612,633,541,695,586
"AP2A1",413,180,193,159,250,194,96,137,74,178,113
"FUZ",13,2,4,4,30,2,4,17,0,3,6
"MED25",291,141,196,143,149,541,413,368,228,378,419
"PTOV1",278,176,124,140,201,246,134,208,138,174,180
"PNKP",396,238,207,224,315,516,353,405,234,355,365
"AKT1S1",1536,1185,1247,961,1247,5557,4400,6100,2848,4117,4555
"TBC1D17",1413,1252,1076,1527,1462,9910,7394,9967,3971,6167,6805
"IL4I1",821,687,620,722,876,6202,4810,5663,2453,4053,4398
"NUP62",562,478,577,534,687,2658,1713,2351,885,1646,1398
"ATF5",885,758,725,570,681,4760,3278,3956,2166,3453,3352
"VRK3",361,140,218,209,156,458,282,388,239,292,256
"ZNF473",75,29,68,46,53,94,57,114,54,43,46
"MYH14",19,16,30,42,50,16,22,24,0,0,1
"KCNC3",239,88,72,116,160,35,19,24,10,29,30
"NR1H2",625,426,331,461,386,760,366,529,379,422,454
"NAPSA",0,19,2,14,3,0,0,25,0,1,15
"POLD1",248,166,84,118,186,66,61,110,51,74,100
"SPIB",26,59,31,94,13,6,20,7,4,5,11
"EMC10",335,230,226,175,275,204,189,147,82,158,179
"JOSD2",36,39,43,59,29,44,56,42,15,32,32
"C19orf48",27,23,11,18,74,13,46,21,15,11,17
"SIGLEC9",274,230,337,429,691,61,34,79,7,11,14
"SIGLEC7",83,39,43,74,52,7,0,0,0,5,0
"CD33",300,222,192,196,253,5,5,0,0,0,5
"ETFB",501,392,356,291,380,210,200,232,140,143,224
"NKG7",5,0,0,0,8,4,9,21,4,12,18
"SIGLEC10",39,17,65,93,56,169,174,242,49,78,53
"ZNF175",143,111,118,72,72,92,95,51,69,78,49
"SIGLEC5",11,15,31,25,43,25,34,6,2,18,2
"SPACA6",7,4,12,7,5,46,51,17,8,19,36
"FPR3",5197,4014,2364,2682,2763,20,14,5,34,28,20
"ZNF577",264,241,153,237,216,64,60,56,42,43,49
"ZNF649",618,424,455,456,455,381,316,424,235,265,248
"ZNF613",191,78,102,62,138,129,61,73,62,74,56
"ZNF350",427,330,243,216,280,228,243,240,134,216,308
"ZNF615",254,199,132,145,190,74,30,25,50,27,29
"ZNF614",294,154,132,133,215,103,110,83,53,84,119
"ZNF432",350,153,246,193,325,331,277,274,175,183,170
"ZNF841",333,245,196,205,332,426,422,537,221,387,417
"ZNF616",303,178,134,147,185,209,98,123,102,96,169
"ZNF836",45,14,12,21,46,83,69,42,28,44,59
"PPP2R1A",700,425,322,435,438,700,647,694,447,669,544
"ZNF766",335,284,237,155,318,486,523,567,308,454,500
"ZNF480",237,146,157,141,180,487,313,376,216,304,323
"ZNF610",549,26,317,80,0,287,62,317,339,136,195
"ZNF880",211,147,133,112,183,103,82,70,54,66,70
"ZNF528",224,222,209,151,235,173,139,202,74,122,168
"ZNF808",236,168,161,175,184,134,148,174,112,114,89
"ZNF701",447,247,204,227,394,551,251,414,213,339,341
"ZNF83",220,182,147,122,192,277,208,226,157,202,190
"ZNF611",212,126,159,167,132,234,277,205,142,121,217
"ZNF600",246,111,129,114,146,155,83,136,52,112,131
"ZNF28",526,399,343,330,324,441,261,420,221,374,308
"ZNF468",402,289,231,338,237,474,208,404,241,264,274
"ZNF320",221,177,239,243,169,240,361,357,135,303,157
"ZNF816-ZNF321P",121,92,89,99,60,81,32,81,37,62,50
"ZNF816",63,98,68,41,129,69,146,126,27,143,90
"ZNF160",629,445,402,495,754,726,715,1020,324,587,634
"ZNF415",36,48,64,17,25,19,59,30,9,49,33
"ZNF347",224,173,126,97,188,63,93,91,70,92,50
"ZNF665",17,34,19,4,3,0,1,9,12,6,2
"ZNF677",106,147,128,156,87,107,96,121,39,82,98
"ZNF525",160,106,103,77,125,103,100,105,61,97,84
"ZNF845",399,275,229,264,200,224,152,271,142,192,204
"ZNF765",176,164,145,116,223,202,113,228,111,100,137
"ZNF761",690,416,357,509,420,460,240,286,198,239,300
"ZNF813",95,63,86,36,86,48,14,49,25,21,28
"ZNF331",256,91,73,52,135,21,41,29,17,65,29
"MYADM",14,19,14,9,6,75,83,62,39,64,86
"OSCAR",280,157,83,116,120,83,84,133,57,145,153
"NDUFA3",78,51,34,47,76,59,54,23,18,29,63
"TFPT",990,730,581,559,752,613,326,399,237,359,488
"PRPF31",2895,2334,1771,1615,1938,2227,1556,2043,1200,1734,2070
"CNOT3",1617,813,982,813,1191,1818,1233,1827,1003,1169,1230
"LENG1",834,588,458,481,520,838,652,702,457,630,749
"MBOAT7",335,131,154,171,214,98,61,110,68,41,95
"TSEN34",80,75,82,37,42,39,62,64,32,53,57
"RPS9",1788,1101,789,1032,1055,911,681,674,551,656,733
"LILRB3",468,286,408,395,541,330,191,172,61,166,130
"LILRA6",69,32,116,92,75,45,13,31,9,4,7
"LILRB2",279,65,103,199,65,5663,2753,3752,2285,3414,3270
"LILRA5",9,3,2,1,2,78,20,64,75,52,42
"LAIR1",45,89,26,23,63,403,313,301,158,497,492
"LENG8",3351,2504,2196,2575,2482,3547,2334,3492,1660,2382,2719
"LENG9",20,0,3,29,7,96,87,127,18,78,60
"LILRA2",15,5,48,31,47,101,96,87,15,20,32
"LILRA1",12,8,12,31,35,189,85,100,17,37,32
"LILRB1",104,48,109,71,105,831,595,517,212,462,398
"LILRB4",740,576,549,661,777,695,587,663,281,510,438
"FCAR",52,18,14,24,43,0,0,0,0,0,0
"NLRP2",211,141,137,170,183,61,93,73,43,78,32
"RDH13",102,17,15,46,85,53,61,30,22,55,19
"PPP1R12C",1181,698,550,694,660,856,578,756,409,680,781
"PPP6R1",2235,1700,1272,1237,1500,1428,968,1262,730,1253,1171
"HSPBP1",38,77,37,19,51,44,35,41,41,59,21
"TMEM150B",18,35,26,33,31,18,15,58,0,25,36
"KMT5C",8,30,32,0,27,78,11,59,39,38,36
"RPL28",3212,2166,1834,1653,2267,2281,1647,1982,1242,1799,1778
"UBE2S",100,68,58,71,47,118,70,83,68,82,70
"ISOC2",18,31,0,57,55,12,79,12,12,37,18
"SSC5D",13,5,11,9,9,8,5,5,0,3,5
"ZNF579",22,2,0,15,6,14,7,2,0,8,14
"FIZ1",115,105,72,63,79,135,153,119,95,90,184
"ZNF524",33,5,5,23,7,16,6,20,14,8,8
"ZNF865",34,14,6,24,15,20,29,6,23,6,15
"ZNF784",13,6,0,1,10,20,41,7,37,24,8
"ZNF580",408,396,283,440,506,622,482,490,246,325,415
"ZNF581",117,54,79,66,162,220,87,129,59,77,89
"CCDC106",49,12,15,28,29,12,7,3,7,0,7
"U2AF2",3939,2152,1998,2132,2074,3345,2353,2916,1855,2489,2739
"EPN1",691,414,407,397,439,367,293,302,162,273,329
"ZNF787",129,88,82,152,95,136,141,75,35,88,99
"ZNF444",70,46,54,64,15,203,63,47,81,64,87
"ZSCAN5A",89,30,67,61,118,53,68,84,19,50,20
"ZNF582",47,54,102,15,41,61,77,19,30,35,36
"ZNF583",96,40,47,93,73,92,95,54,23,76,46
"ZNF667",111,79,37,25,112,10,8,0,2,12,5
"ZNF471",138,57,44,52,78,63,24,52,17,54,57
"ZFP28",63,101,65,28,55,100,84,79,42,109,117
"ZNF470",230,99,161,153,165,202,168,260,71,189,130
"ZNF71",55,55,29,36,72,85,125,51,23,82,119
"PEG3",8,6,8,62,3,0,3,0,0,0,0
"ZNF264",161,157,135,150,128,282,205,241,137,158,217
"AURKC",0,3,0,0,0,2,2,14,4,25,0
"ZNF805",43,38,33,49,19,69,62,131,42,86,72
"ZNF460",60,32,49,26,55,41,59,38,28,41,21
"ZNF543",35,23,27,30,42,58,28,47,16,39,21
"ZNF304",211,222,153,142,162,208,157,211,107,148,242
"ZNF547",54,59,107,86,84,114,75,60,28,63,26
"TRAPPC2B",55,19,40,14,37,23,51,45,11,50,33
"ZNF548",334,169,172,176,142,180,92,186,129,134,123
"ZNF17",133,44,42,42,75,58,28,115,88,29,42
"ZNF749",20,27,6,28,30,54,7,40,8,16,42
"ZNF772",94,148,93,171,124,162,77,91,78,39,73
"ZNF419",61,32,24,60,68,138,45,97,38,53,70
"ZNF773",63,92,58,23,35,70,57,37,29,80,81
"ZNF549",186,119,61,114,190,83,121,191,63,103,156
"ZNF550",187,77,124,140,204,212,170,227,114,96,124
"ZNF416",21,12,2,21,2,14,0,30,8,8,21
"ZIK1",9,18,34,0,0,13,66,2,35,37,20
"ZNF530",22,1,21,0,6,24,1,17,0,40,0
"ZNF134",330,292,189,236,268,224,143,209,122,138,198
"ZNF211",285,297,249,189,316,197,156,198,82,183,143
"ZNF551",79,29,33,51,72,59,46,23,8,36,40
"ZNF154",64,32,45,62,49,95,83,109,46,57,68
"ZNF671",192,136,97,188,136,209,62,96,41,82,133
"ZNF776",337,195,178,201,303,292,247,349,155,238,227
"ZNF586",87,105,55,127,108,146,134,227,110,112,92
"ZNF552",169,66,112,84,76,189,132,107,92,140,78
"ZNF587B",159,142,102,148,171,275,209,199,89,196,182
"ZNF814",504,357,370,308,433,578,312,573,311,300,379
"ZNF587",428,236,246,275,388,462,260,542,270,219,305
"ZNF417",427,245,296,201,331,343,257,441,177,314,261
"ZNF418",28,25,14,33,0,20,12,88,19,37,62
"ZNF256",47,63,27,7,71,15,53,17,40,33,23
"ZNF606",152,199,106,146,267,134,102,128,69,83,85
"ZNF135",84,35,33,62,39,37,89,39,54,69,16
"ZSCAN18",98,24,27,47,42,47,64,40,53,57,18
"ZNF329",60,52,13,65,44,39,85,36,40,40,69
"ZNF274",703,454,480,484,546,819,560,629,359,490,526
"ZNF544",280,214,163,226,273,213,216,224,139,169,136
"ZNF8",61,47,41,37,69,65,74,69,31,49,64
"ERVK3-1",1860,1014,986,853,1014,1218,845,1031,722,902,992
"ZSCAN22",57,64,43,30,90,40,43,80,23,41,61
"A1BG",16,52,13,27,38,44,31,26,44,35,10
"ZNF497",49,49,27,39,24,16,16,22,11,17,30
"RPS5",493,436,249,272,416,406,322,368,274,346,339
"ZNF584",76,60,34,69,50,66,14,15,5,41,34
"ZNF132",10,21,17,17,9,4,4,17,4,0,15
"ZNF324B",61,29,38,61,28,21,33,56,10,26,37
"ZNF324",52,23,40,43,35,100,94,69,60,46,47
"ZNF446",44,20,10,21,28,43,30,30,27,36,31
"SLC27A5",33,7,9,8,22,17,45,27,6,42,49
"ZBTB45",49,65,36,14,28,54,24,26,43,44,28
"TRIM28",724,516,480,529,506,1150,682,910,532,656,784
"CHMP2A",5497,3867,3492,3863,4178,6574,4609,5774,2976,4756,4594
"UBE2M",294,158,148,128,253,195,174,118,77,175,121
"MZF1",123,81,130,59,128,83,88,173,40,70,100
"SH3YL1",38,0,1,41,26,52,31,17,4,10,33
"ACP1",567,524,253,381,449,483,399,375,341,419,353
"TMEM18",360,280,205,210,249,294,217,300,150,247,286
"TRAPPC12",417,271,187,336,279,319,242,476,237,300,235
"ADI1",1004,530,507,563,818,1628,1150,1274,768,1065,1053
"RNASEH1",1561,832,1038,1107,1317,1705,1234,1418,821,910,964
"RPS7",2554,1747,1651,1519,1869,3459,2378,3448,1944,2688,2287
"CMPK2",145,35,16,16,52,3273,1909,2136,2394,3663,3257
"RSAD2",1043,356,228,510,420,33749,21995,26703,19805,29578,28097
"RNF144A",0,12,6,25,0,99,78,176,35,76,67
"ID2",641,289,450,399,602,1260,1029,1337,478,997,771
"KIDINS220",1992,1406,1182,1193,1264,1124,833,841,507,878,929
"MBOAT2",59,18,19,52,28,102,129,120,78,79,83
"ASAP2",74,40,64,57,70,593,400,497,283,349,390
"ITGB1BP1",682,433,491,470,668,615,427,653,281,352,405
"CPSF3",827,677,445,580,642,717,488,672,353,572,584
"IAH1",197,108,71,129,149,320,145,197,122,192,187
"ADAM17",2379,1474,1321,1598,1617,3431,2032,3001,1753,2186,2223
"YWHAQ",1539,871,1041,1096,1204,4610,3107,4057,2066,2780,2968
"TAF1B",75,15,61,13,19,162,35,122,58,51,104
"GRHL1",41,14,16,14,24,20,0,25,1,25,12
"KLF11",76,113,30,70,75,87,54,93,77,82,60
"HPCAL1",245,169,110,200,156,4,9,19,3,20,5
"ODC1",679,345,428,368,357,966,483,734,424,686,498
"NOL10",925,658,595,523,770,881,768,973,541,774,649
"ATP6V1C2",116,80,106,157,143,361,312,302,128,206,176
"PDIA6",1786,1373,1772,1961,2089,5458,3932,4798,2147,2751,2657
"ROCK2",1260,686,860,942,1248,1818,1225,1501,584,991,1020
"E2F6",269,116,116,153,148,151,118,148,112,100,113
"LPIN1",362,233,234,182,445,135,188,119,66,90,144
"TRIB2",158,69,38,64,95,352,155,295,190,301,231
"NBAS",168,210,243,191,142,366,220,251,165,176,172
"DDX1",1783,1229,1291,1183,1487,2700,2259,2487,1403,2049,1711
"SMC6",1465,967,965,985,998,1852,1594,1779,1084,1437,1285
"GEN1",96,87,90,108,78,259,133,202,120,106,131
"RDH14",108,74,62,39,68,160,112,99,80,111,139
"NT5C1B-RDH14",25,21,5,20,6,46,28,12,24,31,42
"TTC32",48,69,52,76,75,81,59,74,46,42,27
"WDR35",61,64,25,40,46,104,70,104,60,104,87
"LAPTM4A",260,222,181,147,195,173,110,161,109,112,141
"PUM2",1408,919,744,866,915,1401,937,1034,673,1092,925
"RHOB",56,65,27,51,52,593,300,481,359,372,333
"HS1BP3",152,122,121,161,111,321,355,433,226,272,219
"LDAH",139,105,51,92,132,58,30,95,26,78,45
"KLHL29",11,6,0,5,8,31,4,2,0,22,19
"ATAD2B",1400,1086,903,899,634,829,964,1065,573,959,1044
"UBXN2A",90,64,80,75,93,266,255,261,161,170,161
"MFSD2B",1,0,0,6,0,2,48,3,0,10,15
"WDCP",102,37,71,39,35,36,84,83,18,85,78
"FKBP1B",1,4,0,8,0,8,27,4,8,9,19
"SF3B6",588,421,301,352,442,399,369,390,206,370,384
"FAM228B",92,90,29,64,114,214,64,158,90,102,121
"TP53I3",54,89,25,54,99,122,57,82,61,69,73
"ITSN2",4158,3119,2369,2494,2838,5092,3257,4336,2460,3750,4213
"NCOA1",1050,651,618,812,662,3079,1581,2570,1237,1841,2031
"PTRHD1",45,35,11,46,67,41,27,7,16,16,9
"CENPO",164,61,92,122,145,268,200,211,82,120,182
"ADCY3",401,367,319,428,547,845,741,805,354,441,589
"DNAJC27",53,57,20,54,55,30,44,40,27,28,38
"DNMT3A",132,127,164,126,147,81,49,68,17,42,35
"DTNB",21,16,10,19,21,9,24,24,5,9,26
"ASXL2",1846,1211,1028,971,912,1127,549,718,439,790,888
"KIF3C",12,20,0,12,16,36,21,9,12,27,35
"RAB10",6012,3615,3473,3405,4336,10146,7389,9162,5272,7283,7399
"GAREM2",0,0,0,7,0,137,4,55,13,17,10
"HADHA",2954,1729,1561,1570,1883,1904,1302,1462,942,1531,1257
"HADHB",465,269,138,143,271,198,80,149,108,173,190
"ADGRF3",59,20,22,14,37,45,38,38,27,31,45
"DRC1",35,85,53,16,19,29,53,39,46,24,77
"OTOF",12,0,0,0,0,18,9,13,38,313,40
"SLC35F6",128,113,25,69,105,51,16,67,44,35,56
"MAPRE3",123,60,75,33,62,39,56,29,44,34,30
"TMEM214",271,204,225,218,266,611,379,431,190,339,373
"AGBL5",84,43,85,53,38,118,152,221,96,119,104
"OST4",138,81,67,49,133,199,257,167,109,230,191
"EMILIN1",604,259,728,877,690,1658,993,1309,338,657,592
"ABHD1",20,22,10,4,29,10,7,33,9,11,22
"PREB",731,439,599,610,779,1089,910,1012,509,605,641
"SLC5A6",172,110,94,170,180,189,212,230,102,133,144
"ATRAID",100,72,58,91,153,131,146,88,43,89,83
"CAD",163,80,95,157,159,225,166,304,83,178,127
"TRIM54",18,18,72,26,237,7,3,0,0,0,0
"MPV17",249,242,160,248,281,115,111,207,43,117,145
"GTF3C2",275,229,227,264,227,306,187,256,127,179,169
"EIF2B4",698,529,304,390,523,791,419,518,335,593,588
"SNX17",577,529,324,430,504,722,430,584,329,570,446
"ZNF513",635,396,369,370,591,629,522,540,318,450,415
"PPM1G",5532,3224,2981,3025,3120,4359,2972,3480,2397,3054,3294
"NRBP1",6564,3411,3363,4253,3744,8011,5734,6474,3974,5754,5373
"IFT172",94,99,77,52,54,157,150,95,88,92,193
"FNDC4",58,22,24,18,19,594,399,462,336,377,475
"GCKR",491,252,236,165,312,3964,1967,2563,1626,2830,2816
"C2orf16",19,17,12,0,9,21,0,5,23,8,3
"ZNF512",627,309,386,305,350,331,252,344,203,269,234
"CCDC121",3,8,1,0,23,14,0,23,11,7,4
"GPN1",362,115,249,111,186,370,193,355,133,244,281
"SUPT7L",1240,722,698,636,725,1159,885,987,648,847,963
"SLC4A1AP",2624,1862,1473,1466,1746,2439,1996,2228,1276,2117,2233
"MRPL33",329,294,207,243,403,313,317,241,142,185,294
"FOSL2",2884,1592,1277,1381,1514,7227,4451,5860,3453,5764,6286
"PPP1CB",2834,1332,1289,1301,1874,2117,1435,1836,951,1555,1833
"SPDYA",564,319,334,316,419,476,360,413,227,330,352
"TRMT61B",105,39,41,42,156,49,111,95,36,70,48
"WDR43",1637,1128,915,933,1179,1447,1026,1235,745,1176,1040
"CLIP4",251,260,174,280,249,198,107,188,78,157,98
"YPEL5",2240,1314,1088,1241,1556,2138,1460,1663,1037,1501,1627
"LBH",27,23,27,20,16,40,22,27,16,19,34
"LCLAT1",13,26,42,9,25,11,24,15,4,10,16
"EHD3",0,3,6,17,71,18,4,7,0,0,0
"MEMO1",117,111,86,78,161,142,159,128,77,133,84
"DPY30",248,243,148,135,255,226,246,283,211,236,182
"SPAST",554,322,330,252,315,326,268,345,168,306,339
"SLC30A6",165,66,62,76,72,122,93,139,111,103,91
"NLRC4",496,374,99,131,722,19,37,1,7,7,25
"YIPF4",563,358,282,273,318,268,195,272,169,285,246
"BIRC6",1648,1159,963,817,893,1440,785,1196,849,1063,1058
"TTC27",163,116,78,107,92,137,57,163,102,125,62
"RASGRP3",312,268,282,219,304,1093,657,904,507,642,600
"FAM98A",418,231,193,191,224,340,273,364,186,339,352
"CRIM1",4777,3380,5280,6176,7623,5647,1825,2650,908,1342,1456
"FEZ2",525,411,415,341,352,512,216,402,215,380,227
"STRN",1683,972,1060,1155,1000,2168,1193,1796,913,1338,1412
"HEATR5B",164,104,144,101,94,355,117,312,146,246,121
"GPATCH11",2052,1133,862,963,917,326,236,336,269,318,318
"EIF2AK2",635,239,155,278,351,7108,4649,6002,4311,5523,5797
"SULT6B1",43,47,60,43,27,43,54,35,26,26,32
"CEBPZOS",555,346,299,344,425,512,333,401,261,327,332
"CEBPZ",2125,1253,1188,1200,1612,1726,1306,1586,953,1218,1241
"NDUFAF7",292,176,155,148,244,139,147,172,97,106,146
"PRKD3",354,208,295,187,267,388,173,284,126,221,212
"QPCT",51,15,38,1,76,0,0,11,2,0,2
"CDC42EP3",79,27,59,31,41,1239,749,1190,570,789,881
"RMDN2",91,35,91,78,178,40,18,51,15,9,17
"CYP1B1",38335,21226,26196,26174,30868,12171,6559,8136,3571,6404,7724
"ATL2",257,258,199,193,341,365,240,351,158,213,263
"HNRNPLL",967,719,502,448,532,278,227,256,226,309,268
"GALM",252,293,103,170,85,22,33,17,45,23,49
"SRSF7",2129,1198,1280,1299,1506,1955,1224,1611,997,1201,1151
"GEMIN6",286,317,176,249,202,273,207,189,101,226,265
"DHX57",225,172,175,231,258,275,304,419,119,301,183
"MORN2",263,120,200,229,173,167,108,41,21,92,46
"SOS1",575,419,351,373,521,1619,999,1393,769,982,1116
"MAP4K3",233,164,165,130,197,70,34,53,29,35,49
"THUMPD2",71,28,55,36,49,45,48,74,15,50,45
"SLC8A1",100,113,132,115,167,35,23,54,7,18,34
"EML4",657,635,567,573,477,133,87,178,46,127,121
"COX7A2L",333,263,115,234,248,183,80,187,110,139,129
"MTA3",45,33,27,17,34,27,36,53,40,28,31
"HAAO",15,3,9,12,0,2,16,13,14,6,4
"ZFP36L2",346,158,171,134,163,19,36,33,14,53,19
"THADA",94,121,50,74,116,93,77,72,69,56,69
"DYNC2LI1",70,15,21,38,43,191,237,176,190,94,102
"LRPPRC",1513,752,732,678,1059,752,567,751,382,644,615
"PPM1B",1560,868,748,701,845,2148,1712,2019,1498,1727,1858
"SLC3A1",110,206,78,16,85,25,37,32,34,51,62
"PREPL",173,146,109,111,134,78,90,40,21,105,57
"SRBD1",220,177,169,178,182,100,114,119,50,118,66
