,CD1C+_1,CD1C+_2,CD1C+_3,CD1C+_4,IL7R+CCR7+_1,IL7R+CCR7+_2,IL7R+CCR7+_3,IL7R+_CCR7+_4
RASGEF1B,2281,2276,2850,1842,2155,1514,1115,5324
HNRNPD,12626,17069,13470,9726,9695,8538,7383,29437
HNRNPDL,10040,14734,14279,9538,11348,11196,7392,29880
ENOPH1,446,397,479,344,226,230,141,866
TMEM150C,0,2,3,1,428,184,9,521
SCD5,0,0,0,0,20,13,8,38
SEC31A,2744,2915,3331,2079,1954,2182,1422,5936
THAP9,21,47,51,16,32,16,9,89
LIN54,90,135,109,49,96,97,54,355
COPS4,193,182,252,123,131,120,69,531
PLAC8,205,727,223,373,328,104,198,813
COQ2,80,96,84,59,47,23,21,93
HPSE,19,32,0,11,12,0,43,31
HELQ,27,153,107,63,43,47,42,199
MRPS18C,362,538,531,341,309,196,137,706
GPAT3,1367,1367,1673,961,323,144,139,750
NKX6-1,2,11,7,0,1,0,0,0
CDS1,44,10,19,10,2,0,3,27
WDFY3,596,561,900,418,141,117,64,535
ARHGAP24,89,78,69,108,88,76,42,126
MAPK10,3,6,0,4,3,4,0,9
PTPN13,18,6,13,6,60,86,4,282
SLC10A6,0,0,2,0,0,8,2,0
C4orf36,45,51,52,97,72,68,54,107
AFF1,2317,2171,3745,2515,3898,3338,1292,7449
KLHL8,216,243,391,217,158,126,38,408
HSD17B13,9,0,3,0,0,0,0,4
HSD17B11,351,351,456,365,162,144,93,358
NUDT9,356,366,343,273,182,205,164,637
SPARCL1,22,0,0,0,36,42,0,0
DSPP,0,0,0,0,0,0,0,6
DMP1,0,0,0,0,0,0,0,2
MEPE,0,0,0,0,0,0,2,0
SPP1,200,196,149,30,56,18,132,647
PKD2,349,370,608,350,681,608,291,1213
ABCG2,0,0,0,1,10,9,2,16
PPM1K,129,135,196,163,675,727,315,1089
HERC6,21,33,46,7,40,23,14,143
HERC5,87,52,90,62,104,130,37,251
PYURF,720,779,768,506,433,282,255,1115
HERC3,1451,1891,2006,1216,1164,684,622,2881
PIGY,10,6,10,2,0,4,2,12
NAP1L5,70,78,29,12,12,10,16,143
FAM13A,296,266,389,269,233,265,190,457
TIGD2,70,42,77,60,103,92,35,135
GPRIN3,1991,1584,3437,1142,862,512,234,2869
SNCA,117,244,136,105,80,80,81,363
MMRN1,0,6,0,0,23,9,0,57
CCSER1,458,653,821,320,420,101,167,1338
GRID2,1,0,0,0,0,0,0,0
SMARCAD1,157,213,290,136,127,139,64,571
HPGDS,0,0,4,4,0,0,0,0
PDLIM5,432,355,498,406,771,595,346,1063
BMPR1B,0,0,0,0,0,4,0,0
UNC5C,0,2,0,0,0,0,3,4
STPG2,0,6,4,0,0,0,0,10
RAP1GDS1,337,413,442,282,246,278,182,856
TSPAN5,8,7,6,0,24,26,3,170
EIF4E,623,571,556,532,333,288,274,967
METAP1,375,407,469,300,296,251,139,841
ADH5,277,295,274,275,267,267,164,643
ADH4,0,0,0,0,2,0,0,0
ADH6,4,0,3,0,0,1,0,5
ADH1A,0,0,1,0,0,2,0,0
ADH1B,3,0,0,8,4,0,4,0
ADH1C,7,0,0,0,13,0,0,0
ADH7,0,0,0,0,0,0,0,0
TRMT10A,130,67,103,78,78,58,25,211
MTTP,9,7,13,4,19,16,8,41
DAPP1,2106,1869,2867,1675,7004,6066,4197,17599
LAMTOR3,141,163,128,144,184,167,142,391
DNAJB14,536,524,903,419,909,965,336,2448
DDIT4L,4,0,0,0,0,2,0,0
EMCN,0,0,0,0,0,0,0,0
PPP3CA,239,282,341,159,258,213,108,616
BANK1,290,251,211,192,125,11,126,526
SLC39A8,160,71,132,120,100,88,75,353
NFKB1,5303,3977,5083,5168,8552,16918,11036,24571
MANBA,855,1120,1578,992,1361,822,493,2187
UBE2D3,6379,8069,8344,5915,5525,4473,3726,11616
CISD2,233,355,407,197,295,233,153,614
SLC9B1,109,182,201,96,141,118,76,323
SLC9B2,43,41,60,51,127,48,54,179
BDH2,50,39,26,37,22,23,18,35
CENPE,71,79,95,79,76,125,59,173
CXXC4,0,0,0,0,0,0,0,0
TET2,3106,3507,5827,3225,2846,1943,1224,6644
PPA2,729,931,1059,757,424,333,235,1070
ARHGEF38,81,79,92,47,47,79,32,193
INTS12,136,166,203,126,139,156,80,390
GSTCD,51,70,100,62,71,47,35,141
NPNT,0,5,1,13,32,6,1,12
TBCK,279,332,427,186,163,185,83,657
AIMP1,1032,1397,1324,924,668,677,483,2094
DKK2,0,0,0,0,6,2,0,8
PAPSS1,372,327,592,389,775,551,252,1014
SGMS2,113,111,133,104,86,31,49,211
CYP2U1,12,54,53,25,36,73,27,224
HADH,94,168,165,114,45,63,24,183
LEF1,0,0,0,0,73,65,10,149
RPL34,9471,14842,9223,9543,7809,5529,7421,18871
OSTC,686,1052,924,700,521,460,402,1317
COL25A1,1,0,0,0,2,2,0,1
SEC24B,366,383,602,366,435,466,228,1307
CASP6,53,42,49,67,33,18,5,62
PLA2G12A,147,149,212,99,90,64,28,233
CFI,30,21,34,27,66,44,22,39
GAR1,143,194,129,127,56,64,71,292
RRH,0,0,2,0,0,0,0,0
LRIT3,0,6,6,1,0,0,0,2
EGF,0,0,0,0,0,0,0,0
ELOVL6,13,9,0,3,13,21,27,76
ENPEP,0,0,0,0,0,2,0,2
PITX2,0,0,0,0,2,5,4,0
AP1AR,378,454,519,291,358,227,181,933
TIFA,134,137,172,76,141,100,74,539
ALPK1,297,368,664,494,612,537,235,966
NEUROG2,3,0,10,6,0,0,0,10
ZGRF1,49,98,149,110,75,112,42,209
LARP7,1570,1766,2116,1573,1474,1523,804,3748
ANK2,12,12,11,10,25,16,0,41
CAMK2D,205,77,261,103,128,99,23,478
ARSJ,0,2,0,2,2,8,0,6
UGT8,0,0,0,0,2,0,1,0
TRAM1L1,0,0,0,0,0,0,0,2
NDST3,0,0,0,0,0,8,0,3
PRSS12,0,1,6,8,13,6,2,12
METTL14,517,517,559,326,295,418,193,1232
SEC24D,294,461,465,302,222,171,79,849
SYNPO2,50,20,43,69,1370,1188,513,1826
MYOZ2,0,8,0,0,4,14,0,0
USP53,503,413,577,345,742,565,344,2314
C4orf3,279,277,312,301,305,202,175,526
FABP2,0,0,0,0,0,0,0,0
PDE5A,34,62,64,32,46,34,17,89
MAD2L1,27,19,13,19,6,12,6,20
PRDM5,2,0,3,0,11,4,0,15
NDNF,0,0,0,0,0,2,0,0
TNIP3,32,39,87,31,33,17,27,192
QRFPR,0,0,0,0,0,0,0,0
ANXA5,4300,4648,5000,3445,2767,2084,1396,7042
EXOSC9,585,608,585,359,293,338,223,1067
CCNA2,70,66,70,50,38,41,25,115
BBS7,124,55,107,54,36,45,14,137
TRPC3,0,0,0,0,0,0,0,1
KIAA1109,1821,1170,2416,1710,1900,1811,869,4707
IL2,0,0,0,0,0,0,0,31
BBS12,0,8,7,0,8,2,0,24
FGF2,13,13,13,9,5,5,5,8
NUDT6,24,52,45,14,10,6,1,32
SPATA5,27,46,76,41,50,49,18,177
SPRY1,36,50,16,3,52,66,13,1005
ANKRD50,155,278,248,259,404,155,195,614
FAT4,5,0,7,0,37,38,3,74
INTU,7,13,17,10,6,18,4,23
HSPA4L,155,105,123,54,53,83,26,332
PLK4,55,40,64,59,47,92,22,164
MFSD8,64,71,63,25,37,35,29,157
ABHD18,157,176,171,129,88,97,88,233
LARP1B,605,856,880,555,489,530,363,1642
PGRMC2,151,186,116,107,176,103,96,422
JADE1,552,767,716,273,276,262,131,1276
SCLT1,1261,1627,2212,1220,906,786,400,2623
C4orf33,206,205,286,123,101,84,39,349
PCDH10,10,5,16,4,24,23,12,101
PABPC4L,0,0,0,2,2,0,0,0
PCDH18,2,0,0,0,0,0,0,0
SLC7A11,365,116,448,168,1797,3876,1010,9345
NOCT,144,146,134,129,121,146,175,315
ELF2,670,930,853,675,653,674,464,1877
MGARP,2,0,0,0,0,4,4,0
NDUFC1,46,28,45,27,37,64,32,98
NAA15,880,1041,1098,812,594,687,519,1877
RAB33B,122,131,181,90,99,115,38,413
SETD7,970,1149,1384,938,621,651,379,1838
MGST2,95,151,111,125,47,30,34,122
MAML3,606,899,1185,431,193,87,91,775
SCOC,19,43,41,16,18,17,14,65
CLGN,19,8,23,17,22,22,10,68
ELMOD2,54,81,78,60,44,57,22,128
TBC1D9,3636,3366,4770,2831,4717,3051,1619,11057
RNF150,37,18,14,41,165,101,37,333
ZNF330,941,1245,1213,725,718,458,385,2114
IL15,233,128,355,294,1717,1051,696,1062
INPP4B,49,44,82,31,122,30,23,299
USP38,175,261,294,157,202,132,92,464
GAB1,133,281,296,169,588,906,358,1817
SMARCA5,3927,4001,5440,3334,5977,5907,3212,15679
GYPE,0,5,4,2,0,0,3,9
GYPB,0,0,0,0,0,0,0,0
GYPA,0,0,0,0,0,0,0,0
HHIP,6,2,0,12,6,20,0,7
ANAPC10,184,201,218,186,157,223,119,485
ABCE1,480,605,778,420,341,557,254,1369
OTUD4,1410,1470,2106,1331,1066,1291,714,4010
SMAD1,24,40,30,19,31,21,4,42
MMAA,63,65,53,36,53,46,36,155
C4orf51,0,0,0,0,0,0,0,0
ZNF827,7,8,17,20,22,22,17,99
LSM6,690,682,624,591,400,299,255,1020
SLC10A7,45,66,92,45,44,18,7,79
TTC29,0,0,0,0,0,0,0,0
EDNRA,2,0,0,0,0,0,0,8
TMEM184C,483,410,456,346,442,360,252,868
PRMT9,487,599,730,650,365,576,393,916
ARHGAP10,344,162,423,308,2600,5272,1993,8657
NR3C2,0,0,8,6,44,25,6,45
DCLK2,14,10,22,12,27,33,23,177
LRBA,461,506,680,355,278,228,106,1025
MAB21L2,0,0,0,0,0,3,0,4
RPS3A,24370,31618,23812,21895,18529,14237,16457,47331
SH3D19,11060,15612,11823,10645,9288,7027,8098,23275
PRSS48,0,0,0,0,0,0,0,4
GATB,132,208,185,98,46,91,73,386
FBXW7,1620,1911,2241,1459,1622,1726,1037,6242
TMEM154,363,397,316,147,32,33,59,353
TIGD4,0,0,2,0,6,0,0,6
ARFIP1,25,53,64,43,72,25,18,112
FHDC1,22,8,19,14,75,93,19,154
TRIM2,7,0,10,10,25,25,3,35
MND1,19,11,22,14,10,14,9,28
TLR2,683,770,1209,422,209,109,118,403
RNF175,14,8,19,21,0,8,3,5
SFRP2,14,2,0,0,4,0,0,0
DCHS2,14,0,0,0,0,0,0,0
PLRG1,229,219,273,133,164,173,87,603
FGB,8,0,0,0,12,0,0,0
FGA,42,0,0,0,34,0,0,0
FGG,4,0,0,0,0,0,0,0
LRAT,0,0,0,0,0,0,0,0
RBM46,0,0,4,0,0,0,0,0
NPY2R,0,0,0,0,0,0,0,0
MAP9,6,15,14,8,42,21,15,115
TDO2,0,0,0,0,0,0,0,0
CTSO,258,300,376,280,299,182,96,484
PDGFC,88,140,153,116,199,193,128,224
GLRB,0,2,0,0,0,6,0,0
TMEM144,36,50,88,49,10,16,9,39
RXFP1,0,0,1,2,0,0,8,8
C4orf46,114,64,122,67,161,228,141,585
ETFDH,219,300,275,205,262,235,205,686
PPID,1551,1825,1755,1177,1125,1093,894,3651
FNIP2,1998,2092,2826,1506,1931,1008,605,5598
C4orf45,4,3,0,6,14,0,0,17
RAPGEF2,530,1164,1305,1061,1867,1345,606,3824
NAF1,107,165,206,88,80,71,22,246
NPY1R,0,0,2,0,0,0,0,0
TKTL2,0,0,2,16,0,0,0,0
TMA16,175,168,211,126,104,89,62,245
APELA,0,0,0,0,0,0,0,0
TRIM61,0,18,18,4,15,15,6,44
FAM218A,0,3,2,0,0,3,0,5
TRIM60,0,0,0,0,0,0,0,0
TMEM192,123,154,140,75,57,50,51,248
KLHL2,1043,880,1050,839,663,524,368,1506
MSMO1,56,43,30,27,45,48,49,205
CPE,6,5,0,13,9,5,10,8
TLL1,0,0,1,0,0,0,0,0
SPOCK3,9,3,6,2,0,2,1,19
ANXA10,22,0,0,0,16,0,0,0
DDX60,108,122,169,91,62,63,28,175
DDX60L,506,479,775,414,233,185,141,625
PALLD,394,85,472,356,1284,2042,623,1364
CBR4,95,102,133,108,132,103,50,288
SH3RF1,324,337,546,240,94,38,14,270
NEK1,259,210,384,208,174,169,51,552
CLCN3,586,498,745,487,551,492,267,1253
HPF1,28,24,26,16,25,7,9,25
MFAP3L,5,1,6,0,10,10,1,19
AADAT,0,0,0,3,0,2,0,0
GALNTL6,55,87,78,12,8,1,4,44
GALNT7,144,173,219,120,125,155,85,459
HMGB2,9599,11070,10199,5978,3988,3412,3285,14792
SAP30,2050,2483,2569,1127,564,261,347,1569
SCRG1,3,4,6,0,12,3,4,17
HAND2,2,2,0,0,0,0,0,0
FBXO8,35,76,73,22,52,59,34,229
CEP44,16,34,55,21,13,25,11,77
HPGD,80,137,123,61,58,25,28,260
GLRA3,0,0,0,0,0,0,0,0
GPM6A,0,0,7,0,23,20,3,0
WDR17,7,1,8,4,0,12,5,27
SPATA4,0,3,0,0,0,0,0,0
ASB5,0,2,0,0,0,4,0,0
SPCS3,890,998,1065,745,511,605,361,1720
VEGFC,0,4,0,0,8,4,2,0
NEIL3,9,0,2,3,0,9,0,22
AGA,106,174,179,70,133,68,26,311
TENM3,2,3,0,0,13,7,0,27
DCTD,179,191,157,123,135,127,129,458
WWC2,159,141,153,138,398,267,167,531
CLDN22,0,0,3,0,5,0,0,11
CDKN2AIP,323,340,406,208,230,277,171,1259
ING2,266,254,302,203,190,187,131,580
RWDD4,206,181,208,151,85,87,81,274
TRAPPC11,501,503,744,313,302,387,146,1112
STOX2,3,0,4,10,21,13,2,17
ENPP6,0,0,0,0,2,6,0,0
IRF2,614,675,829,664,1382,918,679,2795
CASP3,181,192,165,145,254,263,140,757
PRIMPOL,249,210,300,155,144,113,36,366
CENPU,104,44,73,44,31,57,14,156
ACSL1,2337,2680,2131,1521,1403,1416,1795,4284
SLC25A4,23,18,16,9,12,35,16,140
CFAP97,102,140,191,159,184,160,102,444
SNX25,70,88,87,113,115,83,49,363
LRP2BP,6,5,9,9,21,9,10,46
ANKRD37,168,188,217,114,115,134,101,364
UFSP2,235,259,254,105,138,145,101,477
C4orf47,0,1,1,0,6,5,2,11
CCDC110,0,4,0,0,0,2,2,0
PDLIM3,4,4,3,12,34,11,6,0
SORBS2,4,3,5,0,20,12,4,32
TLR3,14,2,12,18,23,22,3,48
FAM149A,38,17,36,17,62,70,28,95
CYP4V2,249,338,388,219,138,88,56,412
KLKB1,25,43,45,27,8,7,2,34
F11,0,0,0,0,0,1,0,0
FAT1,10,2,4,3,22,57,6,109
ZFP42,0,0,0,2,0,0,0,4
TRIML2,0,0,0,0,2,0,0,0
TRIML1,0,0,0,0,0,0,0,0
FRG1,718,738,627,473,506,452,366,1379
DUX4,0,0,0,0,1,0,0,0
PLEKHG4B,0,2,2,0,8,4,2,16
LRRC14B,0,0,0,0,0,0,0,0
CCDC127,75,86,82,51,145,92,74,310
SDHA,1035,1467,1456,1130,1572,961,610,3447
PDCD6,413,683,545,339,343,269,231,1039
AHRR,185,142,192,68,144,110,72,408
EXOC3,2176,2530,2785,1873,1430,1034,809,4230
SLC9A3,18,10,7,25,29,31,46,66
CEP72,12,20,16,23,10,21,17,32
TPPP,12,0,6,5,16,1,2,24
ZDHHC11B,5,0,2,3,79,81,8,223
ZDHHC11,19,27,26,19,65,32,17,77
BRD9,834,1230,1059,973,1059,950,683,2906
TRIP13,183,259,218,215,222,202,130,581
NKD2,1,0,0,0,12,24,7,63
SLC12A7,1400,2917,2723,1600,722,534,326,2131
TERT,0,0,0,0,0,0,0,2
CLPTM1L,565,716,642,509,490,459,339,1254
SLC6A3,0,0,6,0,0,0,0,0
LPCAT1,411,337,342,238,763,439,353,1611
MRPL36,30,68,32,79,35,33,22,57
NDUFS6,690,997,505,702,401,335,388,1276
IRX2,0,0,0,0,0,0,0,0
C5orf38,0,0,0,0,0,0,0,2
ADAMTS16,0,0,0,0,2,0,0,0
ICE1,464,569,830,531,511,619,268,1598
MED10,189,291,192,129,179,181,140,706
UBE2QL1,0,2,0,0,0,0,0,0
NSUN2,985,1500,1365,968,799,1114,670,3064
SRD5A1,55,49,92,108,56,149,54,168
ADCY2,0,0,0,0,0,2,0,0
C5orf49,0,0,2,0,0,0,0,0
MTRR,276,313,356,188,173,142,117,684
FASTKD3,27,24,21,17,19,4,8,22
SEMA5A,2,0,0,4,2,0,0,0
CCT5,2942,3187,2949,2285,1798,1484,1219,5497
CMBL,10,6,7,5,4,4,0,12
ROPN1L,0,0,16,0,0,1,0,17
ANKRD33B,300,50,265,278,2724,6225,1538,8126
DAP,742,857,943,828,676,578,432,1399
CTNND2,6,0,10,16,14,20,3,7
DNAH5,0,0,5,1,0,0,4,4
TRIO,2709,2629,4312,2879,2858,1973,1129,5760
OTULIN,1415,1707,2210,1454,1788,1515,888,4601
ANKH,138,262,361,179,224,140,51,619
FBXL7,2,2,6,0,0,4,6,0
ZNF622,1328,1593,1178,1098,899,958,804,3650
MYO10,64,49,39,67,144,101,27,228
BASP1,3677,3572,3042,4161,15499,7270,7965,23836
CDH18,0,0,2,0,0,0,0,0
CDH12,0,0,0,0,0,4,0,4
PRDM9,8,0,0,0,0,0,0,0
CDH10,0,0,0,0,0,0,0,0
CDH9,0,2,0,0,0,0,0,0
CDH6,2,0,0,0,6,0,4,0
DROSHA,441,897,878,599,816,557,445,1825
C5orf22,122,151,176,111,132,68,53,291
PDZD2,7,8,12,6,178,93,59,509
GOLPH3,247,355,350,159,225,183,132,745
MTMR12,563,696,777,452,699,590,399,2014
ZFR,1282,1757,1938,1143,1571,1402,811,4117
SUB1,1592,1855,1614,1219,1568,1872,1401,4673
NPR3,15,0,28,20,49,87,2,95
ADAMTS12,6,0,0,0,6,0,0,0
AMACR,0,30,42,29,39,33,9,69
C1QTNF3-AMACR,11,27,37,20,46,22,7,63
C1QTNF3,7,4,3,6,0,4,0,8
RAI14,61,45,54,73,390,297,43,441
TTC23L,0,0,0,0,0,0,0,0
RAD1,185,244,171,151,197,229,165,675
BRIX1,208,204,157,130,114,151,96,606
DNAJC21,2690,3510,3806,2654,3948,3198,2338,10051
AGXT2,2,0,0,0,0,0,0,0
PRLR,0,1,0,0,2,0,0,0
SPEF2,55,27,36,36,56,44,30,185
IL7R,537,363,693,274,16245,18201,7386,91100
CAPSL,4,2,0,0,0,0,0,0
UGT3A1,0,0,0,0,0,0,0,8
UGT3A2,0,0,0,0,6,6,0,0
LMBRD2,51,68,110,48,49,56,15,163
SKP2,74,77,57,65,37,22,26,114
NADK2,74,129,105,110,74,91,56,196
RANBP3L,0,0,0,0,0,0,0,0
SLC1A3,72,131,233,116,536,405,139,351
NIPBL,2554,2565,4289,2352,2647,2845,1415,7828
NUP155,64,87,82,32,55,60,37,257
WDR70,981,1388,1415,1007,916,683,499,2224
GDNF,0,0,0,0,0,4,0,0
EGFLAM,0,0,0,0,6,6,0,0
LIFR,14,0,10,30,75,58,5,32
OSMR,20,15,28,9,64,26,8,146
RICTOR,530,550,1091,630,723,593,216,1605
C9,45,41,43,7,33,44,12,212
DAB2,342,324,284,124,199,250,92,1385
TTC33,50,56,59,52,73,54,30,176
PTGER4,5390,4770,6895,3971,3378,2531,1858,7790
PRKAA1,346,528,583,410,524,411,219,1385
RPL37,5822,8731,5142,5770,4772,3485,4639,11271
CARD6,48,93,93,63,93,56,22,181
C7,15,0,5,33,15,15,3,10
C6,0,0,0,0,2,0,0,0
PLCXD3,16,0,2,0,12,0,0,0
OXCT1,229,257,245,118,189,107,114,813
C5orf51,62,59,84,52,63,48,34,204
FBXO4,102,137,127,70,54,43,46,169
GHR,0,0,2,0,9,4,1,11
CCDC152,23,25,73,74,192,225,45,114
ANXA2R,57,87,104,56,26,37,17,103
ZNF131,1125,1120,1262,735,649,658,446,2363
NIM1K,8,5,13,19,15,30,13,27
HMGCS1,1308,1233,1365,989,2033,2189,1786,5066
CCL28,16,11,4,11,14,7,8,17
TMEM267,10,13,14,2,22,14,12,28
C5orf34,31,18,23,19,0,17,12,40
PAIP1,401,628,591,439,741,440,374,1295
NNT,272,335,461,241,212,192,98,632
FGF10,0,6,0,0,6,0,0,0
MRPS30,125,88,132,66,52,56,26,131
EMB,327,488,440,194,163,96,96,1043
PARP8,512,717,1019,370,488,395,200,2356
ISL1,2,0,0,0,0,0,0,0
ITGA1,29,41,36,71,463,336,16,843
PELO,216,153,76,222,242,124,56,628
ITGA2,5,9,4,0,12,0,1,75
MOCS2,401,434,468,368,167,198,84,562
FST,7,13,8,13,4,0,0,0
NDUFS4,459,636,515,548,455,288,279,825
ARL15,31,20,34,28,16,25,5,24
HSPB3,0,0,0,0,0,4,0,0
SNX18,363,527,559,352,500,347,157,1113
ESM1,0,2,0,0,0,4,0,15
GZMK,0,0,0,0,0,2,0,78
GZMA,4,0,5,1,46,40,24,60
CDC20B,2,0,0,3,13,5,7,18
GPX8,22,10,0,0,6,2,0,0
MCIDAS,0,0,0,0,0,0,0,0
DHX29,616,605,882,511,390,461,195,1317
PLPP1,33,38,29,24,25,13,21,100
SLC38A9,30,47,73,38,25,49,21,114
DDX4,0,2,0,8,0,0,0,1
IL31RA,0,0,0,0,0,0,6,4
IL6ST,1451,664,1653,1212,1818,4096,1217,5583
ANKRD55,9,16,23,10,650,431,161,490
C5orf67,0,0,3,0,0,2,0,0
MAP3K1,1066,996,1854,1401,3298,2609,1267,4510
SETD9,54,59,54,36,43,24,57,120
MIER3,179,128,254,172,287,372,156,950
GPBP1,2188,1783,2447,1645,3178,4361,2697,9757
ACTBL2,0,0,0,0,0,0,0,0
PLK2,2136,1718,1486,1385,1545,1605,946,4929
GAPT,323,343,441,139,139,82,51,601
RAB3C,0,0,4,0,0,0,0,0
PDE4D,97,156,145,54,208,83,155,1043
DEPDC1B,0,6,7,0,7,5,0,18
ELOVL7,36,8,36,31,55,136,52,339
ERCC8,48,70,62,30,11,23,16,93
NDUFAF2,476,467,394,354,179,172,178,624
SMIM15,118,185,157,87,57,85,47,304
ZSWIM6,595,603,691,441,510,483,334,1660
KIF2A,351,312,469,401,3185,2292,1424,5032
DIMT1,161,181,207,136,260,363,215,797
IPO11,61,56,92,60,71,63,35,143
LRRC70,19,7,7,3,0,6,7,15
RNF180,0,0,2,4,72,40,6,40
RGS7BP,0,0,0,0,0,4,0,0
SREK1IP1,162,337,257,130,147,105,98,688
CWC27,995,923,1058,649,494,478,321,1622
ADAMTS6,0,13,2,7,7,5,6,10
CENPK,9,23,36,9,30,17,6,68
PPWD1,723,683,797,475,356,555,297,1537
TRIM23,66,70,89,29,37,52,25,165
TRAPPC13,109,97,138,32,73,111,49,392
SGTB,156,78,172,78,149,309,115,681
NLN,74,33,58,36,46,41,26,60
ERBIN,2854,2667,3807,1588,1308,1236,649,6293
SREK1,5294,5601,6864,4539,4229,4633,2758,13993
MAST4,62,40,85,37,124,73,60,322
CD180,332,316,399,140,177,174,101,769
PIK3R1,1275,1316,1798,756,731,548,226,2737
SLC30A5,155,215,215,117,106,124,77,378
CCNB1,51,50,73,32,33,66,5,180
CENPH,26,47,33,37,20,18,25,62
MRPS36,59,39,36,23,40,31,31,88
CDK7,79,116,139,71,167,114,74,378
CCDC125,164,228,220,128,70,73,64,249
AK6,325,464,436,323,306,294,233,969
TAF9,365,522,438,305,297,283,258,1070
RAD17,273,336,380,329,262,208,150,575
MARVELD2,7,0,4,2,4,7,2,12
OCLN,24,36,27,20,34,23,16,41
GTF2H2C,194,278,372,185,171,146,59,539
SERF1B,23,27,20,11,88,60,71,228
SMN2,203,229,204,159,146,112,95,415
SERF1A,74,130,70,80,273,195,233,661
SMN1,88,192,167,157,92,97,85,303
NAIP,1727,1291,1854,667,123,151,110,748
GTF2H2,230,383,428,187,215,131,85,545
BDP1,3116,3151,5420,3476,3522,4684,2163,12774
MCCC2,614,697,874,565,563,599,340,1434
MAP1B,49,56,11,59,40,41,26,123
MRPS27,211,233,267,202,141,163,88,430
PTCD2,20,46,68,44,127,75,31,121
ZNF366,1660,1312,1848,1387,3341,2201,1587,8525
TNPO1,461,442,623,423,506,867,318,1613
FCHO2,269,186,297,271,227,223,118,561
TMEM171,0,0,2,0,2,0,1,0
FOXD1,5,2,0,0,1,0,4,5
BTF3,3678,4775,3913,3137,2610,1907,2088,6660
ANKRA2,137,140,165,121,98,101,61,328
UTP15,232,327,363,219,159,197,127,563
ARHGEF28,0,0,3,0,16,21,1,51
ENC1,65,91,92,73,32,46,31,135
HEXB,922,1399,1239,804,393,353,240,1129
GFM2,1098,1243,1239,857,826,642,552,2175
NSA2,4392,5286,4326,3562,3171,2424,2388,8378
FAM169A,8,36,35,38,30,45,8,130
GCNT4,6,0,0,0,8,0,0,2
ANKRD31,6,0,0,0,0,0,3,5
HMGCR,651,404,522,350,402,602,428,1582
POLK,383,393,675,359,388,525,188,1201
ANKDD1B,0,2,3,9,0,2,8,13
POC5,92,81,83,44,0,22,19,116
SV2C,3,4,6,4,6,3,0,5
IQGAP2,4082,5571,7148,2996,2447,1332,898,8064
F2RL2,11,12,0,11,9,0,0,13
F2R,33,21,15,5,25,16,12,140
F2RL1,3,10,8,5,1,3,0,5
S100Z,12,40,23,21,0,0,4,11
CRHBP,16,11,14,17,21,9,0,15
AGGF1,505,633,814,502,695,472,252,1398
ZBED3,56,49,59,50,122,115,91,329
PDE8B,22,23,28,18,54,59,37,153
WDR41,189,334,329,275,226,200,136,547
TBCA,1256,1601,1162,1240,1389,1126,1149,3071
AP3B1,1172,1262,1722,1204,910,824,482,2414
SCAMP1,104,75,128,40,26,27,8,142
LHFPL2,44,44,21,35,34,19,24,86
ARSB,177,210,197,163,118,96,90,355
DMGDH,0,1,4,3,12,4,3,12
BHMT2,0,0,0,0,0,0,8,0
BHMT,0,0,0,4,0,0,0,0
JMY,941,900,1401,874,2367,2311,1077,4625
HOMER1,75,88,71,67,37,65,43,221
CMYA5,6,0,24,16,16,38,11,53
MTX3,104,121,156,63,92,91,43,430
THBS4,4,8,0,0,2,8,1,24
SERINC5,308,293,301,271,228,192,196,565
ZFYVE16,383,367,595,314,154,257,81,769
FAM151B,0,2,16,4,0,1,1,2
DHFR,182,92,137,91,37,77,50,277
MSH3,386,341,442,210,151,184,108,694
RASGRF2,0,1,2,0,85,43,2,223
CKMT2,0,1,2,0,0,4,1,10
ZCCHC9,516,529,537,392,253,344,197,968
ACOT12,0,0,0,0,0,0,0,0
SSBP2,102,117,126,62,68,69,59,178
ATG10,8474,13534,8169,9137,8515,5544,7651,18734
RPS23,13192,20373,12527,13591,12799,8476,11519,28787
ATP6AP1L,48,38,57,41,20,33,20,77
TMEM167A,922,727,918,603,513,543,373,1605
XRCC4,65,51,86,65,59,61,41,134
VCAN,934,986,682,514,271,524,760,850
HAPLN1,0,0,0,0,0,0,0,2
EDIL3,6,2,0,0,20,19,0,20
COX7C,3401,4715,3269,3266,2766,2162,2349,7306
RASA1,540,590,825,427,341,387,201,1330
CCNH,1713,2575,2377,1362,557,434,521,2794
TMEM161B,121,123,138,60,66,75,39,238
MEF2C,2115,3289,3285,1361,913,449,434,3409
CETN3,121,119,125,67,46,64,29,230
MBLAC2,15,11,19,10,0,3,2,24
POLR3G,18,12,20,13,5,14,0,40
LYSMD3,118,185,237,138,115,152,67,405
ADGRV1,28,28,62,38,20,43,10,75
ARRDC3,2090,1944,2992,1106,974,1093,552,4594
NR2F1,11,16,6,0,16,10,11,19
FAM172A,258,201,241,147,174,137,96,507
POU5F2,0,0,4,2,0,0,0,18
KIAA0825,13,29,38,12,0,3,4,20
SLF1,121,114,121,65,26,39,22,159
MCTP1,1401,1532,2220,941,831,715,341,2462
FAM81B,0,0,0,0,0,2,0,8
TTC37,568,575,972,637,361,588,242,1453
ARSK,9,9,10,0,3,3,6,18
GPR150,0,0,0,0,0,0,0,4
